timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,user_agent,url,is_internal_traffic,label,attack_type
2025-10-01 01:57:54,69.50.130.168,202.51.199.195,12037,80,UDP,136311,418831,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/owa/auth/logon.aspx?id=897930,True,0,benign
2025-10-01 02:31:52,150.200.236.198,87.119.113.169,80,213,TCP,3150,11715,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,False,1,port-scan
2025-10-01 02:40:55,173.123.99.134,51.62.255.196,60094,53,UDP,2909,7940,curl/8.4.0,,False,0,benign
2025-10-01 02:47:48,87.92.160.141,21.130.233.148,28959,80,TCP,105318,46807,python-urllib/3.9,,False,0,benign
2025-10-01 02:59:07,3.4.34.4,195.162.182.66,27098,3389,TCP,19218,16094,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,False,0,benign
2025-10-01 03:24:24,106.50.53.176,189.33.87.145,19578,21,TCP,57690,96184,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 03:38:42,115.179.112.186,236.84.149.193,37290,1433,TCP,405720,1305168,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://api.service.io/wp-login.php?id=407810,False,0,benign
2025-10-01 03:41:01,73.128.98.9,195.91.80.2,22933,80,TCP,6935,19414,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 03:56:27,7.47.29.241,211.92.36.92,10972,22,TCP,17511,35981,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://internal.bank.local/manager/html?id=204536,False,0,benign
2025-10-01 04:11:21,153.111.62.182,202.92.24.131,3389,21,TCP,271417,482806,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/login?id=262850,False,0,benign
2025-10-01 05:01:20,246.61.44.220,151.181.71.29,53,443,TCP,64213,67744,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/dashboard?id=296452,False,0,benign
2025-10-01 05:07:09,155.66.192.169,214.7.89.118,24974,3389,TCP,7189,8460,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,True,0,benign
2025-10-01 05:45:45,196.94.56.179,1.61.80.107,57116,445,UDP,4778,11371,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/manager/html?id=948249,False,0,benign
2025-10-01 05:58:38,48.129.150.120,156.220.85.86,53819,443,TCP,9462,14565,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/?id=493246,False,0,benign
2025-10-01 05:59:06,170.38.232.237,248.23.167.195,35602,21,TCP,6758,9064,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 06:14:05,255.141.218.178,15.244.116.253,51620,1433,TCP,32201,128441,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/wp-login.php?id=134862,False,0,benign
2025-10-01 06:22:48,232.165.131.42,183.69.142.192,25424,445,UDP,24971,7262,python-urllib/3.9,https://webmail.corp/login?id=895434,False,0,benign
2025-10-01 06:36:26,200.37.141.199,236.32.118.228,19269,5,UDP,7781,26386,curl/8.4.0,https://portal.example.org/login?id=969994,False,1,port-scan
2025-10-01 07:01:35,16.195.198.86,154.151.122.14,40858,3389,TCP,5737,22359,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/dashboard?id=169999,False,0,benign
2025-10-01 07:33:43,255.30.132.245,210.50.67.202,43570,443,TCP,19666,37072,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/config.php?id=809262,True,0,benign
2025-10-01 08:05:36,209.135.91.113,190.86.249.65,57588,21,TCP,821,2803,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 08:13:56,18.251.102.157,154.203.77.202,22,22,ICMP,27778,106478,python-requests/2.31.0,https://api.service.io/backup.sql?id=369045,False,0,benign
2025-10-01 08:15:43,101.91.251.28,255.61.200.51,21027,53,UDP,144452,444250,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,https://webmail.corp/phpmyadmin?id=453617,True,0,benign
2025-10-01 08:53:27,37.220.111.158,246.144.151.13,3577,443,UDP,2253,7192,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 09:34:36,165.54.226.184,195.118.246.165,24447,445,TCP,47738,59837,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/api/v1/users?id=314737,False,0,benign
2025-10-01 09:36:33,67.52.17.19,101.181.131.54,22,80,TCP,8286,19778,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/?id=647220,False,0,benign
2025-10-01 10:06:26,19.128.228.5,153.136.79.216,25,22,UDP,79538,141624,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/?id=276227,False,0,benign
2025-10-01 10:22:09,230.254.76.168,143.11.23.207,1433,443,TCP,28391,105998,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/owa/auth/logon.aspx?id=109069,True,0,benign
2025-10-01 10:50:19,164.0.19.171,58.13.210.164,29599,80,TCP,42088,146722,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/phpmyadmin?id=799500,False,0,benign
2025-10-01 10:52:47,100.136.77.180,66.49.147.143,25170,53,TCP,24433,60898,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 10:58:59,85.200.1.132,143.147.43.154,22,443,UDP,184486,202730,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/?id=503436,True,0,benign
2025-10-01 11:15:32,182.251.244.112,167.23.163.208,28933,22,TCP,38401,157040,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 11:43:13,104.35.115.1,140.159.54.208,443,1433,TCP,7124,9076,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/owa/auth/logon.aspx?id=730696,True,0,benign
2025-10-01 12:04:25,99.246.62.146,213.139.253.170,24239,22,TCP,25795,9386,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 12:06:20,138.183.170.175,28.171.14.215,12201,22,TCP,12207,4711,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 12:14:10,78.205.28.162,81.60.64.234,24549,1433,TCP,28562,109042,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/api/v1/users?id=898783,False,0,benign
2025-10-01 12:19:41,246.46.187.137,55.238.249.44,443,443,TCP,11252,14019,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://portal.example.org/.env?id=303232,False,0,benign
2025-10-01 12:44:41,219.174.41.216,27.30.26.124,54007,53,TCP,7458,12261,curl/8.4.0,,False,0,benign
2025-10-01 12:55:13,118.148.103.46,65.147.131.121,54240,22,TCP,30297,45458,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 13:09:14,142.20.196.170,147.118.54.178,44214,3306,ICMP,24083,92876,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 13:23:59,49.153.199.230,19.241.63.125,6941,25,UDP,120852,106718,python-requests/2.31.0,,False,0,benign
2025-10-01 13:44:19,28.183.249.22,241.128.5.8,22143,53,TCP,11339,33930,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/dashboard?id=267759,False,0,benign
2025-10-01 13:44:43,227.224.97.36,52.131.182.101,53145,445,UDP,925,3853,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/?id=773094,False,0,benign
2025-10-01 14:13:39,10.98.12.185,136.141.202.85,34030,21,TCP,12305,32941,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 14:17:12,152.122.250.100,173.249.106.123,21035,445,TCP,1632,5758,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 14:51:41,17.157.255.137,76.142.193.104,39571,3389,TCP,42833,161349,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 14:52:31,248.230.8.10,52.238.185.99,34531,25,TCP,1512,3304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/.env?id=658782,True,0,benign
2025-10-01 15:08:35,87.28.172.202,57.201.193.187,19043,22,TCP,4530,17976,curl/8.4.0,https://portal.example.org/wp-login.php?id=203454,False,0,benign
2025-10-01 15:18:23,185.21.207.31,177.208.223.90,40240,25,TCP,12335,22276,curl/8.4.0,https://internal.bank.local/wp-login.php?id=981257,True,0,benign
2025-10-01 15:18:58,55.234.76.190,27.75.3.143,5211,22,TCP,260490,453705,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/dashboard?id=537644,False,0,benign
2025-10-01 15:22:25,149.119.36.10,28.0.98.112,27955,3306,TCP,3957,12394,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,False,0,benign
2025-10-01 15:24:28,189.72.250.168,133.107.78.92,18531,80,TCP,22468,65842,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/backup.sql?id=390948,False,0,benign
2025-10-01 15:26:03,5.241.23.63,216.67.144.2,40726,25,TCP,55712,95270,curl/8.4.0,,False,0,benign
2025-10-01 15:46:08,180.66.7.45,79.110.126.199,27713,53,TCP,236687,181586,curl/8.4.0,https://app.company.in/wp-login.php?id=492322,False,0,benign
2025-10-01 15:54:55,162.25.157.211,94.59.205.5,9714,25,TCP,76456,139657,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/admin?id=322013,False,0,benign
2025-10-01 16:34:37,204.49.233.157,36.202.168.124,47609,1433,TCP,126785,496484,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 16:45:21,44.32.54.30,38.25.187.137,35899,7987,TCP,87806,360152,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/?id=323379,True,0,benign
2025-10-01 16:45:48,128.112.32.206,177.220.214.144,34403,3306,TCP,3182,13013,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/login?id=303150,False,0,benign
2025-10-01 16:49:08,52.218.172.208,122.10.114.89,31705,445,TCP,39163,56225,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/.env?id=360731,True,0,benign
2025-10-01 17:04:53,214.205.166.31,190.50.218.51,18657,1433,UDP,85635,176932,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 17:07:15,250.70.164.215,103.240.35.118,37833,443,UDP,4767,17444,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 17:18:47,247.109.23.152,81.76.133.214,17795,3389,UDP,8711,32488,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 17:54:43,45.171.32.31,249.8.223.182,24099,80,TCP,6092,12287,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/phpmyadmin?id=369671,True,0,benign
2025-10-01 18:00:43,71.72.212.44,63.249.197.227,64406,445,TCP,75826,315647,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://internal.bank.local/?id=915160,False,0,benign
2025-10-01 18:13:44,179.189.84.113,69.80.117.194,34670,64323,ICMP,19715,75045,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/test.php?id=709208,False,0,benign
2025-10-01 18:34:10,63.20.68.26,157.112.5.54,17901,21,TCP,13182,32954,curl/8.4.0,,False,0,benign
2025-10-01 18:47:13,203.192.80.5,245.183.123.154,80,3389,TCP,2833,10626,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/admin?id=638150,False,0,benign
2025-10-01 18:52:10,226.249.41.2,26.48.31.156,80,1433,TCP,19774,1774,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/dashboard?id=689641,True,0,benign
2025-10-01 18:55:09,2.91.45.181,134.177.96.47,21,445,TCP,8882,36445,curl/8.4.0,https://internal.bank.local/owa/auth/logon.aspx?id=509212,False,0,benign
2025-10-01 19:03:17,167.145.213.178,16.192.121.186,20339,445,ICMP,32511,83577,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/config.php?id=141981,True,0,benign
2025-10-01 19:07:00,207.243.64.53,181.15.47.22,53599,22,TCP,3537,9085,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 19:22:48,37.138.230.106,66.250.155.117,10907,25,TCP,29279,100264,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 19:25:12,62.89.19.153,251.168.139.187,43467,25,TCP,10912,35686,python-requests/2.31.0,https://webmail.corp/.env?id=879243,False,0,benign
2025-10-01 19:37:00,47.255.45.161,88.130.24.21,25,80,TCP,2984,8729,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/config.php?id=458228,True,0,benign
2025-10-01 19:43:18,212.154.178.108,119.18.141.195,61862,22,TCP,2634,3952,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/manager/html?id=369349,False,0,benign
2025-10-01 19:44:51,2.120.98.31,151.20.213.118,44567,53,TCP,3350,12963,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/login?id=193171,False,0,benign
2025-10-01 20:30:50,253.48.185.221,137.34.158.94,3799,25,TCP,15831,14796,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,False,0,benign
2025-10-01 20:44:01,195.112.237.198,211.199.172.148,63903,80,TCP,26731,19113,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 20:48:29,161.106.141.14,123.230.119.157,15958,44506,TCP,33918,109761,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/shell?id=334695,False,0,benign
2025-10-01 21:16:49,50.57.76.176,99.48.16.170,15479,3389,TCP,36029,134176,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/phpmyadmin?id=208407,False,0,benign
2025-10-01 21:18:04,217.242.254.46,146.65.230.63,27465,1433,TCP,6544,17325,python-requests/2.31.0,,True,0,benign
2025-10-01 21:35:38,41.22.27.166,121.105.205.139,56650,445,TCP,119783,330141,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 21:38:24,94.145.107.112,232.49.26.133,12496,1433,TCP,10855,8306,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/test.php?id=537329,False,0,benign
2025-10-01 21:40:52,65.171.232.12,222.10.150.208,48664,445,UDP,45262,68493,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/wp-login.php?id=73430,False,0,benign
2025-10-01 21:42:23,27.26.90.41,29.254.160.110,57832,25,UDP,16938,41844,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://app.company.in/.env?id=577488,False,0,benign
2025-10-01 21:53:51,202.14.248.132,160.142.109.9,62446,3306,TCP,40174,91419,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/owa/auth/logon.aspx?id=484658,False,0,benign
2025-10-01 22:01:13,30.36.120.185,122.82.53.230,22,445,TCP,15631,6221,curl/8.4.0,https://portal.example.org/login?id=614989,False,0,benign
2025-10-01 22:19:51,114.166.214.51,176.233.232.206,5821,1433,TCP,41349,4755,curl/8.4.0,https://webmail.corp/shell?id=62593,False,0,benign
2025-10-01 22:21:27,192.166.117.200,34.197.216.53,3389,21,TCP,21767,5948,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/config.php?id=393722,True,0,benign
2025-10-01 22:31:55,29.166.116.26,54.43.89.38,64215,3306,TCP,80995,12643,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,True,0,benign
2025-10-01 22:32:17,61.211.102.97,136.13.4.48,65207,21,ICMP,5943,16291,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,True,0,benign
2025-10-01 22:39:24,229.112.37.121,18.60.16.68,9874,443,TCP,1297,4366,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,False,0,benign
2025-10-01 22:42:04,150.248.27.228,138.169.225.143,33599,25,ICMP,4640,9110,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://api.service.io/shell?id=304823,False,0,benign
2025-10-01 23:39:13,112.74.110.238,235.214.230.239,25628,1433,TCP,121816,210742,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/shell?id=50249,False,0,benign
2025-10-02 00:34:41,157.232.91.100,234.56.74.99,25512,22,TCP,17200,59426,python-requests/2.31.0,,False,0,benign
2025-10-02 00:35:48,96.69.234.185,84.244.81.141,21,1433,TCP,25522,41528,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://internal.bank.local/test.php?id=724224,False,0,benign
2025-10-02 00:40:49,50.183.138.52,213.34.73.216,24053,6081,TCP,4081,7909,curl/8.4.0,,False,0,benign
2025-10-02 00:57:25,86.65.16.178,198.60.85.218,11872,443,TCP,24462,71756,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://api.service.io/manager/html?id=386772,False,0,benign
2025-10-02 01:07:37,146.30.143.35,126.187.84.67,25,80,TCP,4287,7394,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,False,0,benign
